TransactionID,UserID,Items
1,102,"Cheese,Milk,Bread,Salt"
2,105,"Detergent,Chips,Butter,Dal,Tea"
3,117,"Coffee,Soap,Eggs,Tea,Bread"
4,107,"Salt,Detergent"
5,115,"Soap,Bread,Toothpaste,Cheese"
6,102,"Cheese,Sugar,Soap,Dal"
7,110,"Shampoo,Coffee,Toothpaste"
8,114,"Coffee,Milk,Rice"
9,110,"Tea,Detergent,Coffee"
10,115,"Eggs,Bread,Chocolate"
11,101,"Oil,Biscuits,Salt"
12,109,"Chips,Biscuits"
13,107,"Coffee,Chips"
14,111,"Salt,Toothpaste,Juice,Eggs"
15,107,"Bread,Shampoo,Butter,Chocolate"
16,101,"Biscuits,Chips"
17,100,"Toothpaste,Milk"
18,104,"Butter,Biscuits,Oil,Toothpaste"
19,104,"Milk,Butter"
20,108,"Shampoo,Tea"
21,119,"Chips,Cheese,Bread,Salt,Dal"
22,118,"Sugar,Juice,Salt"
23,111,"Milk,Oil,Butter,Tea,Eggs"
24,119,"Butter,Chips,Juice,Shampoo,Salt"
25,111,"Shampoo,Biscuits,Butter,Coffee,Chocolate"
26,115,"Butter,Dal"
27,101,"Shampoo,Sugar,Coffee"
28,110,"Dal,Milk,Soap"
29,110,"Detergent,Oil"
30,114,"Detergent,Butter,Tea,Milk"
31,106,"Salt,Cheese"
32,118,"Eggs,Salt,Tea,Sugar"
33,117,"Biscuits,Detergent,Cheese"
34,100,"Coffee,Sugar"
35,108,"Dal,Butter"
36,108,"Chips,Butter"
37,111,"Juice,Soap,Rice,Detergent,Milk"
38,111,"Tea,Soap"
39,110,"Rice,Dal,Milk,Chocolate,Shampoo"
40,110,"Biscuits,Dal,Sugar,Shampoo,Rice"
41,109,"Chips,Butter,Rice,Chocolate"
42,108,"Salt,Detergent,Bread,Soap,Toothpaste"
43,113,"Rice,Biscuits,Milk,Oil,Cheese"
44,114,"Sugar,Cheese,Bread,Salt"
45,108,"Butter,Coffee,Tea"
46,117,"Tea,Shampoo"
47,112,"Rice,Soap"
48,114,"Milk,Shampoo"
49,108,"Chips,Butter,Oil,Biscuits"
50,104,"Salt,Tea,Chocolate,Soap,Butter"
51,109,"Tea,Chips"
52,100,"Biscuits,Toothpaste"
53,120,"Milk,Toothpaste"
54,107,"Cheese,Shampoo,Milk"
55,114,"Coffee,Milk,Cheese"
56,109,"Milk,Chocolate"
57,119,"Salt,Tea,Chips"
58,114,"Coffee,Bread,Chocolate"
59,112,"Oil,Chocolate,Tea,Soap,Rice"
60,107,"Coffee,Toothpaste,Shampoo,Dal,Bread"
61,102,"Biscuits,Dal,Soap"
62,111,"Sugar,Chips,Salt,Milk"
63,100,"Tea,Coffee,Chips"
64,114,"Oil,Chocolate,Shampoo"
65,107,"Oil,Dal"
66,105,"Salt,Soap,Tea,Sugar,Coffee"
67,101,"Juice,Biscuits,Milk"
68,100,"Oil,Eggs,Biscuits,Toothpaste"
69,103,"Sugar,Cheese,Biscuits"
70,116,"Salt,Oil,Milk"
71,100,"Butter,Soap,Coffee,Eggs,Biscuits"
72,106,"Coffee,Bread"
73,107,"Salt,Soap"
74,107,"Juice,Rice,Milk"
75,103,"Cheese,Soap,Salt,Chocolate,Detergent"
76,107,"Eggs,Butter,Rice,Shampoo"
77,104,"Soap,Salt,Detergent,Bread,Butter"
78,105,"Shampoo,Chips,Butter,Sugar"
79,115,"Coffee,Butter,Cheese,Dal,Chips"
80,102,"Shampoo,Detergent,Butter,Tea,Dal"
81,109,"Sugar,Coffee,Rice"
82,105,"Coffee,Soap,Chips"
83,112,"Biscuits,Bread,Juice,Salt,Eggs"
84,105,"Coffee,Salt,Juice,Bread"
85,120,"Dal,Milk,Sugar,Juice,Oil"
86,118,"Toothpaste,Dal"
87,109,"Chocolate,Sugar,Rice,Tea,Toothpaste"
88,115,"Sugar,Chips"
89,116,"Butter,Detergent,Cheese,Chips"
90,116,"Butter,Chips,Cheese"
91,100,"Chips,Toothpaste"
92,109,"Milk,Cheese"
93,118,"Sugar,Bread"
94,111,"Coffee,Chocolate"
95,119,"Chips,Toothpaste,Sugar"
96,113,"Salt,Detergent,Juice,Eggs,Toothpaste"
97,116,"Butter,Detergent,Chocolate"
98,119,"Juice,Bread,Detergent"
99,101,"Chocolate,Milk,Cheese,Chips"
100,118,"Shampoo,Coffee,Biscuits"
101,119,"Bread,Shampoo,Milk"
102,117,"Soap,Chips,Butter"
103,107,"Toothpaste,Bread,Tea,Salt,Milk"
104,101,"Rice,Toothpaste,Dal,Chips,Juice"
105,109,"Oil,Bread,Sugar,Eggs"
106,105,"Chips,Coffee,Soap"
107,112,"Chocolate,Salt,Dal,Soap,Milk"
108,119,"Biscuits,Detergent"
109,107,"Coffee,Cheese,Eggs"
110,111,"Chocolate,Oil"
111,110,"Milk,Tea"
112,102,"Soap,Chocolate,Sugar,Bread"
113,120,"Eggs,Juice,Chips,Salt"
114,116,"Sugar,Detergent,Dal"
115,104,"Dal,Cheese,Sugar"
116,101,"Dal,Cheese,Bread,Biscuits,Tea"
117,106,"Toothpaste,Chocolate,Rice"
118,105,"Tea,Shampoo,Chocolate"
119,106,"Sugar,Bread,Coffee,Shampoo,Dal"
120,119,"Chips,Dal,Detergent"
121,120,"Juice,Soap,Rice,Oil,Toothpaste"
122,116,"Eggs,Milk"
123,105,"Shampoo,Chips,Rice,Tea,Detergent"
124,115,"Sugar,Rice,Toothpaste,Juice,Tea"
125,111,"Chocolate,Biscuits,Rice"
126,111,"Salt,Milk,Coffee,Chocolate"
127,107,"Rice,Juice,Sugar,Cheese"
128,109,"Oil,Biscuits,Bread"
129,104,"Biscuits,Shampoo,Chips"
130,103,"Tea,Juice"
131,113,"Biscuits,Soap,Coffee,Bread,Tea"
132,116,"Chocolate,Bread,Rice,Toothpaste,Dal"
133,108,"Soap,Milk,Chocolate,Cheese"
134,118,"Juice,Sugar,Rice,Eggs,Coffee"
135,100,"Eggs,Salt"
136,103,"Eggs,Salt,Chocolate,Cheese"
137,104,"Juice,Coffee,Rice,Soap,Bread"
138,111,"Cheese,Milk,Chocolate,Coffee,Juice"
139,111,"Soap,Tea"
140,101,"Shampoo,Oil"
141,120,"Chips,Cheese,Sugar,Tea"
142,118,"Cheese,Oil"
143,105,"Coffee,Sugar,Detergent,Soap"
144,119,"Shampoo,Sugar"
145,102,"Chips,Oil,Dal"
