TransactionID,UserID,Items
1,718,
2,1248,
3,210,"HDMI Cable,Smart Bulb,Monitor,Motherboard,Power Supply Unit"
4,707,"Power Supply Unit,Cooling Pad,Wireless Mouse,External Hard Drive,Scanner"
5,1356,"Tablet,VR Headset,Power Bank,Laptop"
6,1286,Tablet
7,359,"Power Supply Unit,Monitor,Wireless Mouse"
8,199,
9,193,"USB Cable,Tripod,Power Bank,Power Strip,Bluetooth Speaker"
10,399,"Monitor,Smartphone,Bluetooth Speaker"
11,961,CPU
12,425,"Monitor,Scanner,Wireless Mouse,USB Hub,Smartwatch"
13,1100,Laptop
14,1132,Monitor
15,186,"Motherboard,Printer,Wireless Mouse"
16,994,
17,511,"USB Cable,Wireless Mouse,Monitor"
18,992,"RAM Stick,Motherboard,Power Strip"
19,1004,USB Hub
20,1371,"Smartwatch,Tablet,Power Bank,Laptop"
21,1477,"Mechanical Keyboard,Laptop Stand,HDMI Cable,Graphics Card"
22,237,"Tablet,Charger"
23,1426,"Smart Bulb,USB Cable"
24,1584,VR Headset
25,1028,"Smartwatch,Charger"
26,417,"Printer,Scanner,Graphics Card,USB Cable"
27,414,Power Supply Unit
28,1155,"Smart Bulb,Charger,VR Headset,Laptop"
29,1181,"Bluetooth Speaker,Mechanical Keyboard"
30,524,
31,50,"CPU,Smart Bulb,RAM Stick"
32,258,"Power Bank,Power Strip,Monitor,Microphone"
33,742,"Motherboard,Smartphone,Laptop,Webcam,RAM Stick"
34,658,"VR Headset,Mechanical Keyboard,SSD"
35,649,"CPU,SSD,Tablet,Monitor,Headphones"
36,1005,Smart Bulb
37,910,"HDMI Cable,Cooling Pad,Tablet"
38,623,"Webcam,WiFi Router,Smart Bulb"
39,837,"USB Cable,Motherboard,CPU,Smartphone,SSD"
40,1113,"USB Hub,Microphone,Wireless Mouse,SSD,Motherboard"
41,345,RAM Stick
42,519,"Monitor,Smart Bulb,Power Supply Unit"
43,1169,Power Strip
44,1036,"Mechanical Keyboard,Charger,Graphics Card"
45,578,
46,264,Wireless Mouse
47,1335,
48,728,"CPU,Laptop,Webcam,Smartphone,Mechanical Keyboard"
49,1494,"WiFi Router,Wireless Mouse,Monitor"
50,1540,"Charger,Motherboard"
51,1022,"Tripod,WiFi Router,Graphics Card"
52,1639,
53,147,"External Hard Drive,Wireless Mouse,SSD"
54,732,Bluetooth Speaker
55,139,"HDMI Cable,WiFi Router,Bluetooth Speaker,VR Headset"
56,522,"Mechanical Keyboard,Charger,Smartphone,CPU,Power Supply Unit"
57,1392,Smartphone
58,882,"Headphones,Mechanical Keyboard"
59,571,"Graphics Card,Microphone,VR Headset"
60,1038,"Scanner,Smartwatch"
61,830,"SSD,WiFi Router,Graphics Card,Tripod,Power Bank"
62,1567,"External Hard Drive,Laptop Stand,Webcam,WiFi Router"
63,270,"Wireless Mouse,SSD,Graphics Card"
64,770,"USB Hub,Scanner"
65,1516,"Tablet,External Hard Drive,Smartphone,Tripod"
66,1126,"Scanner,Smart Bulb"
67,454,"Smartphone,Drone,Microphone,Printer,Motherboard"
68,1086,"Power Strip,VR Headset,WiFi Router,Motherboard"
69,349,"Laptop Stand,Laptop,Smart Bulb"
70,335,
71,33,Power Bank
72,1644,RAM Stick
73,1227,"Smart Bulb,Graphics Card,Power Bank"
74,1416,"Printer,Motherboard"
75,630,"VR Headset,CPU,Graphics Card,Tripod"
76,1000,"Laptop,HDMI Cable,WiFi Router,Wireless Mouse,Monitor"
77,341,Monitor
78,185,"CPU,WiFi Router"
79,125,"USB Cable,Smartwatch,VR Headset"
80,789,CPU
81,877,
82,1416,"Mechanical Keyboard,USB Hub,Power Supply Unit,USB Cable"
83,317,
84,1394,"Graphics Card,Charger,CPU"
85,353,Cooling Pad
86,122,"Power Strip,Smartwatch,WiFi Router,External Hard Drive,Printer"
87,1379,
88,799,
89,652,"Wireless Mouse,Laptop Stand,Cooling Pad,Drone"
90,1244,Graphics Card
91,1238,"Tripod,Motherboard,WiFi Router"
92,1495,Power Bank
93,607,"Smartwatch,Printer,CPU,USB Cable,HDMI Cable"
94,1159,"Charger,Cooling Pad,WiFi Router"
95,305,"Bluetooth Speaker,Mechanical Keyboard"
96,1053,Laptop Stand
97,972,"SSD,Laptop Stand"
98,89,"RAM Stick,Tripod,Printer"
99,548,Power Supply Unit
100,1058,External Hard Drive
101,1419,"Graphics Card,WiFi Router,Scanner,Tripod,Power Strip"
102,745,
103,206,"Mechanical Keyboard,Headphones,Laptop,Printer,Motherboard"
104,130,
105,301,"Smartwatch,Drone,Printer"
106,1495,Laptop Stand
107,1600,"USB Cable,USB Hub,Graphics Card,Charger"
108,337,
109,866,Smartwatch
110,294,"USB Cable,HDMI Cable"
111,657,Laptop Stand
112,821,"Laptop,Monitor,Power Bank,Motherboard"
113,535,"CPU,Headphones,Power Bank,Mechanical Keyboard,Bluetooth Speaker"
114,1038,"WiFi Router,Smartphone"
115,937,Bluetooth Speaker
116,441,Headphones
117,893,"Headphones,USB Cable"
118,377,"Tripod,Headphones,VR Headset,Graphics Card"
119,1342,"Laptop Stand,Motherboard,Smartphone,Power Supply Unit,Tripod"
120,512,"Monitor,RAM Stick,Printer,Graphics Card"
121,1264,"Graphics Card,Power Strip"
122,1077,Wireless Mouse
123,683,
124,1648,"RAM Stick,Graphics Card,SSD"
125,102,"Smartphone,Monitor,Tripod,Microphone"
126,1261,"Laptop,HDMI Cable"
127,1313,
128,76,"Cooling Pad,Smartwatch,Power Supply Unit,Graphics Card"
129,363,"Microphone,USB Cable,Cooling Pad"
130,1629,"Power Bank,Headphones,Webcam"
131,576,"CPU,Laptop"
132,768,"Laptop,External Hard Drive,Bluetooth Speaker"
133,724,"Graphics Card,Charger,CPU,Smartwatch"
134,15,"Microphone,Mechanical Keyboard"
135,919,"Bluetooth Speaker,Power Strip,USB Cable,Smartphone,Webcam"
136,724,"Webcam,SSD"
137,337,
138,703,"Cooling Pad,SSD,USB Hub"
139,1510,"Power Strip,HDMI Cable,Power Supply Unit,Tablet"
140,297,"Bluetooth Speaker,HDMI Cable,VR Headset,RAM Stick,Power Bank"
141,1137,"Headphones,Drone"
142,1122,Cooling Pad
143,1010,"Tablet,Power Strip,Power Bank,Laptop Stand,Wireless Mouse"
144,528,"Cooling Pad,USB Cable,Charger,Power Strip"
145,495,"Tablet,Printer,Power Bank,Power Supply Unit"
146,871,"Headphones,Wireless Mouse"
147,445,"VR Headset,Graphics Card"
148,1311,"VR Headset,Graphics Card,Webcam,Bluetooth Speaker,Headphones"
149,1356,"VR Headset,External Hard Drive"
150,693,"Tablet,RAM Stick,Mechanical Keyboard,VR Headset,Power Strip"
151,1397,Cooling Pad
152,928,"Tripod,Webcam"
153,735,
154,1150,"Webcam,Microphone,Mechanical Keyboard,USB Hub"
155,728,SSD
156,1153,
157,1556,"Smartphone,Drone,SSD"
158,1055,"Drone,Laptop Stand,Wireless Mouse"
159,567,"WiFi Router,Charger,Smartwatch,HDMI Cable,Cooling Pad"
160,1444,"Power Bank,Charger,Laptop Stand,Bluetooth Speaker,Tablet"
161,228,Cooling Pad
162,734,
163,489,"Drone,Monitor,Motherboard,Tablet"
164,1247,"Laptop Stand,USB Hub,Scanner"
165,1329,"HDMI Cable,Headphones,SSD,Drone"
166,1626,"USB Hub,Headphones,RAM Stick,Mechanical Keyboard"
167,1525,"Charger,Power Supply Unit,Headphones,RAM Stick,Wireless Mouse"
168,281,"Smartwatch,Graphics Card,Smartphone,Cooling Pad"
169,1369,"Laptop Stand,USB Cable,External Hard Drive"
170,422,"Tripod,Laptop,Power Supply Unit,Webcam,CPU"
171,978,"Power Supply Unit,Scanner"
172,1051,Power Supply Unit
173,277,"Wireless Mouse,Bluetooth Speaker,Motherboard"
174,592,"Graphics Card,Tripod,Power Supply Unit"
175,727,
176,1077,"Charger,Smart Bulb"
177,395,"Smartwatch,Smartphone,HDMI Cable,Webcam"
178,1257,"Laptop Stand,WiFi Router"
179,1467,
180,662,"Microphone,Graphics Card,HDMI Cable"
181,778,"Mechanical Keyboard,Smartwatch,CPU,Headphones"
182,900,
183,148,HDMI Cable
184,203,"Power Strip,Bluetooth Speaker,USB Cable"
185,1119,"WiFi Router,Tablet"
186,1376,
187,973,
188,776,Monitor
189,475,Graphics Card
190,1412,"Tripod,Drone,SSD,Motherboard"
191,1661,
192,1364,"Graphics Card,Laptop Stand,VR Headset,Power Bank"
193,816,"External Hard Drive,Cooling Pad,SSD,Printer"
194,806,"Power Bank,Smartphone"
195,1420,"Laptop,Charger"
196,938,"Power Strip,Motherboard,RAM Stick,Power Bank,Monitor"
197,1119,Mechanical Keyboard
198,471,"Graphics Card,Bluetooth Speaker,Microphone,External Hard Drive"
199,1305,Tablet
200,968,"SSD,CPU"
201,1278,"Mechanical Keyboard,Scanner,Laptop Stand"
202,395,"Microphone,Power Supply Unit"
203,413,"Tripod,Webcam,CPU"
204,1140,"Tripod,Microphone,Power Strip,HDMI Cable"
205,895,"Graphics Card,Graphics Card,Mechanical Keyboard,Headphones"
206,1094,Tripod
207,558,"CPU,Smartphone,Charger"
208,955,"VR Headset,Headphones,Webcam,HDMI Cable"
209,739,"Microphone,Scanner,VR Headset,Tripod"
210,1380,"Laptop,Laptop Stand,Graphics Card,CPU"
211,1498,"Smart Bulb,Motherboard,Power Supply Unit"
212,1361,"Graphics Card,CPU,SSD,Tablet"
213,1187,"Printer,Headphones,Charger,Power Bank"
214,1084,
215,266,
216,1200,"CPU,Graphics Card,Charger,Power Strip"
217,771,"RAM Stick,Microphone,Laptop Stand"
218,1097,
219,1329,
220,1306,"Power Supply Unit,USB Hub"
221,92,"Power Supply Unit,Headphones"
222,1206,"Mechanical Keyboard,RAM Stick,Webcam"
223,475,"Wireless Mouse,USB Cable,Tablet,Bluetooth Speaker,Monitor"
224,1514,"Graphics Card,Microphone,Webcam"
225,701,
226,872,
227,1453,"Laptop Stand,Power Strip,Tripod,Cooling Pad"
228,547,"Graphics Card,Monitor"
229,446,"Power Supply Unit,Laptop"
230,174,
231,718,"Printer,Motherboard"
232,514,Laptop
233,1261,"Power Bank,Laptop Stand"
234,588,"CPU,Drone,Motherboard"
235,98,"Cooling Pad,Laptop Stand,External Hard Drive,Laptop,Webcam"
236,246,"Microphone,Printer,Tablet,CPU,SSD"
237,984,"Charger,Bluetooth Speaker,Monitor,Power Strip"
238,1098,"Power Supply Unit,Mechanical Keyboard,Drone,VR Headset,Graphics Card"
239,891,"Headphones,CPU,Motherboard,Webcam"
240,709,"Scanner,Graphics Card,Motherboard"
241,1649,"Laptop Stand,Motherboard,Bluetooth Speaker,Power Bank,USB Cable"
242,1321,
243,912,"Tablet,Power Bank,Printer,USB Hub,SSD"
244,1432,SSD
245,1141,"Tripod,Bluetooth Speaker"
246,802,"Cooling Pad,Laptop Stand,USB Cable,Monitor,USB Hub"
247,950,Headphones
248,846,"Smartphone,Microphone,Graphics Card,Charger"
249,397,Smart Bulb
250,956,"Laptop Stand,Graphics Card"
251,67,"WiFi Router,Smartphone"
252,344,"Smartwatch,Tripod"
253,128,RAM Stick
254,239,"USB Cable,Mechanical Keyboard,Smart Bulb,Microphone,Headphones"
255,1244,
256,1210,Graphics Card
257,263,External Hard Drive
258,501,"Cooling Pad,Power Bank"
259,893,"USB Hub,Power Supply Unit,SSD"
260,643,
261,1468,"Motherboard,Graphics Card,Tablet,Cooling Pad,Microphone"
262,468,"Smartphone,Tablet,Tripod,USB Cable,Laptop Stand"
263,1664,"Power Supply Unit,External Hard Drive,Graphics Card"
264,1613,"SSD,Mechanical Keyboard"
265,1247,
266,1588,
267,574,
268,472,"Charger,Graphics Card,Laptop,Wireless Mouse"
269,1317,"SSD,Graphics Card,WiFi Router"
270,1142,
271,893,"Power Supply Unit,Graphics Card,Smartwatch,Motherboard,Tripod"
272,806,Webcam
273,766,"Tripod,Cooling Pad"
274,1600,"Smartphone,Laptop,Drone,USB Hub"
275,187,"Bluetooth Speaker,Monitor"
276,913,"Drone,CPU,External Hard Drive,Scanner"
277,381,"Power Supply Unit,Tripod,Charger"
278,371,"USB Hub,Graphics Card"
279,1167,"SSD,Smart Bulb,Tablet,Scanner"
280,77,"Power Bank,SSD,Monitor,Tablet"
281,1412,"Laptop,Motherboard"
282,326,"VR Headset,Scanner"
283,705,"Tripod,Bluetooth Speaker"
284,1155,"Smartphone,Laptop"
285,1632,"Smart Bulb,Power Supply Unit,Drone,External Hard Drive"
286,695,"Headphones,Webcam,Bluetooth Speaker,Drone,CPU"
287,116,"Smartwatch,Laptop,Headphones,VR Headset,Smartphone"
288,1456,"Motherboard,Bluetooth Speaker"
289,501,Motherboard
290,1063,"Power Supply Unit,External Hard Drive,Wireless Mouse,Charger"
291,208,"Scanner,External Hard Drive,Motherboard,SSD,Graphics Card"
292,208,"Smartwatch,Charger,RAM Stick,Headphones"
293,300,
294,1453,
295,1381,"Monitor,External Hard Drive,Motherboard,RAM Stick"
296,985,"Smartphone,Drone,Charger,Microphone"
297,898,Power Supply Unit
298,1259,"Motherboard,Smartwatch"
299,1078,
300,1225,
301,1660,"Graphics Card,External Hard Drive,Tripod,Bluetooth Speaker,Power Bank"
302,1227,"Drone,Scanner,Power Supply Unit,Mechanical Keyboard,Motherboard"
303,1463,"Laptop Stand,Power Supply Unit,Tablet,Drone,Scanner"
304,586,WiFi Router
305,191,Webcam
306,907,
307,636,"Microphone,Power Strip,SSD,HDMI Cable"
308,1026,"Charger,Graphics Card"
309,180,
310,891,"Drone,Power Supply Unit,WiFi Router"
311,1661,
312,464,"Smartphone,Power Bank,HDMI Cable"
313,125,Microphone
314,247,"Tripod,Microphone,CPU,Bluetooth Speaker,Smartwatch"
315,162,"Printer,HDMI Cable,Motherboard"
316,1407,"Smartphone,Power Strip,Scanner"
317,343,USB Hub
318,1485,"Smart Bulb,Tablet,Wireless Mouse,Smartwatch"
319,1408,
320,496,"Smartwatch,Cooling Pad"
321,1530,"Mechanical Keyboard,Tripod,Headphones,Smartwatch,Tablet"
322,270,"Webcam,Printer,Power Bank,Mechanical Keyboard,HDMI Cable"
323,1394,"Laptop Stand,Power Bank"
324,342,"Graphics Card,Graphics Card,USB Hub"
325,135,"Smartphone,Monitor,VR Headset,Mechanical Keyboard"
326,1525,"Graphics Card,VR Headset,Headphones,External Hard Drive,RAM Stick"
327,390,"Tablet,Laptop,Monitor"
328,1418,"External Hard Drive,SSD,Mechanical Keyboard"
329,214,
330,796,"USB Hub,Scanner,Headphones,Mechanical Keyboard"
331,65,"WiFi Router,Power Supply Unit,VR Headset"
332,1250,"RAM Stick,Power Bank,Graphics Card,Charger,Monitor"
333,628,"VR Headset,Laptop,USB Cable,Microphone"
334,273,"Graphics Card,WiFi Router,Motherboard,Laptop"
335,797,"Smartphone,Tripod,Printer"
336,1344,"Wireless Mouse,Tripod,Power Supply Unit,Graphics Card,Laptop Stand"
337,1301,"USB Cable,USB Hub"
338,1307,USB Hub
339,958,Power Supply Unit
340,1500,"Cooling Pad,External Hard Drive,Laptop"
341,1653,
342,430,"Monitor,Drone,Laptop"
343,356,"Graphics Card,Headphones,VR Headset,External Hard Drive,Scanner"
344,550,"Power Supply Unit,Wireless Mouse,Motherboard"
345,1410,"Graphics Card,Motherboard"
346,346,"Tablet,USB Hub,Drone,Graphics Card,Webcam"
347,367,"Cooling Pad,SSD,Monitor,Bluetooth Speaker,VR Headset"
348,774,"Graphics Card,Power Strip,Power Bank,Headphones"
349,1013,
350,141,
351,1653,"Monitor,USB Cable,Drone,Bluetooth Speaker"
352,667,Webcam
353,331,Tripod
354,1383,
355,1248,"USB Hub,Charger"
356,745,Tablet
357,1373,"Tripod,Laptop,HDMI Cable"
358,659,"External Hard Drive,Tablet,Smart Bulb"
359,851,"SSD,Laptop Stand,Graphics Card"
360,1043,"WiFi Router,Graphics Card,HDMI Cable,SSD"
361,648,"Smartphone,CPU,WiFi Router,USB Hub,Monitor"
362,864,"Laptop,VR Headset,Headphones"
363,209,
364,1450,"Cooling Pad,Tablet,USB Cable,Smart Bulb,Laptop Stand"
365,536,"Headphones,Scanner,HDMI Cable,VR Headset,Bluetooth Speaker"
366,946,"Graphics Card,Motherboard,Webcam,Smartwatch,USB Cable"
367,941,
368,350,"Motherboard,Smartwatch,Webcam,Drone,Graphics Card"
369,982,"Microphone,Webcam,Smartwatch,Printer,Laptop Stand"
370,1202,
371,1431,"Laptop,Laptop Stand"
372,1302,"Printer,Laptop Stand,Wireless Mouse,Laptop,Headphones"
373,5,"Webcam,External Hard Drive"
374,1531,"Smartphone,Laptop Stand,External Hard Drive,Monitor,VR Headset"
375,360,"Power Strip,Scanner,Power Supply Unit"
376,186,"Scanner,SSD"
377,1288,
378,1124,Microphone
379,88,"External Hard Drive,Graphics Card,Laptop"
380,1015,"Bluetooth Speaker,WiFi Router,USB Hub,Power Supply Unit,CPU"
381,1589,"Cooling Pad,Laptop,Scanner,HDMI Cable,VR Headset"
382,1081,"CPU,Mechanical Keyboard,Tablet,Power Supply Unit,Printer"
383,928,"RAM Stick,Graphics Card,Bluetooth Speaker,Cooling Pad"
384,497,
385,605,"Drone,Power Strip"
386,1301,
387,1635,"Laptop,Smartwatch,Microphone,Tripod"
388,29,"WiFi Router,Graphics Card"
389,667,"Microphone,Drone"
390,1528,"Smart Bulb,Drone,USB Cable,Power Bank"
391,299,Motherboard
392,609,"Microphone,Wireless Mouse,Monitor,HDMI Cable"
393,1632,"Smartwatch,Scanner"
394,1088,"USB Hub,Bluetooth Speaker,Laptop Stand,Motherboard,Smart Bulb"
395,628,"Tripod,Headphones,Webcam,Charger,Laptop Stand"
396,887,"CPU,Power Bank"
397,789,"Smartphone,HDMI Cable"
398,1484,"HDMI Cable,Power Strip,Cooling Pad"
399,606,"Laptop Stand,Power Bank,Motherboard"
400,875,"Laptop Stand,Microphone,CPU,Tripod"
401,376,"USB Hub,Headphones,HDMI Cable,RAM Stick"
402,1126,"SSD,Drone,Smart Bulb,Tripod,USB Cable"
403,1285,"Webcam,Scanner,CPU,Charger,HDMI Cable"
404,393,
405,1665,"Laptop,Cooling Pad"
406,365,"Graphics Card,Tripod,Monitor"
407,1422,"Graphics Card,Scanner,Smartwatch,VR Headset,HDMI Cable"
408,267,
409,53,"Mechanical Keyboard,USB Cable,Smartwatch,Smart Bulb,Webcam"
410,844,"USB Cable,Tablet,Monitor"
411,485,"Printer,Power Strip"
412,109,"RAM Stick,Wireless Mouse,Monitor,Drone"
413,1634,"Power Supply Unit,Webcam,CPU,Charger,VR Headset"
414,701,"External Hard Drive,Power Supply Unit,HDMI Cable,Printer"
415,567,SSD
416,1497,"Tripod,Headphones,Drone,WiFi Router"
417,931,"Tripod,Laptop Stand,Mechanical Keyboard,Scanner,WiFi Router"
418,288,"Monitor,Mechanical Keyboard,Printer,USB Hub,Headphones"
419,624,
420,1244,Headphones
421,408,"Scanner,HDMI Cable,Motherboard,Printer,Laptop Stand"
422,1332,"Drone,Laptop,Power Supply Unit,WiFi Router,USB Cable"
423,11,"RAM Stick,Mechanical Keyboard,CPU,Microphone,WiFi Router"
424,693,
425,1614,
426,444,Motherboard
427,192,Tripod
428,1091,"Mechanical Keyboard,CPU,Laptop,Drone,USB Cable"
429,1358,"USB Cable,VR Headset,HDMI Cable,Smartwatch,USB Hub"
430,284,"WiFi Router,Cooling Pad"
431,545,"VR Headset,RAM Stick,Graphics Card"
432,1501,"Microphone,Drone"
433,1407,"Laptop,Cooling Pad,Tripod,Power Supply Unit,CPU"
434,757,Bluetooth Speaker
435,670,"Drone,Cooling Pad"
436,706,
437,191,"HDMI Cable,Graphics Card,Power Supply Unit,CPU"
438,567,"Tripod,SSD"
439,544,Bluetooth Speaker
440,309,"Printer,Tripod"
441,1104,"Graphics Card,Tablet,Headphones,VR Headset,USB Hub"
442,223,"Graphics Card,Mechanical Keyboard,Headphones"
443,1616,
444,1260,"Graphics Card,SSD,Laptop Stand,Power Supply Unit,RAM Stick"
445,641,"Drone,HDMI Cable,Cooling Pad,Motherboard"
446,942,"Headphones,Graphics Card,SSD,Tripod,Monitor"
447,1580,Power Strip
448,502,"WiFi Router,Power Supply Unit,Drone"
449,1183,"Scanner,VR Headset,HDMI Cable,Drone"
450,1466,"Power Supply Unit,USB Cable,Motherboard,WiFi Router,Smartwatch"
451,751,"Power Bank,WiFi Router"
452,808,
453,51,"External Hard Drive,Motherboard,Smartwatch,Drone"
454,1084,"Graphics Card,External Hard Drive,Microphone,Tablet,CPU"
455,500,
456,327,Laptop Stand
457,1384,"Mechanical Keyboard,Power Supply Unit"
458,1130,Tripod
459,1438,"CPU,SSD"
460,320,"Laptop,Bluetooth Speaker"
461,1597,
462,834,
463,1166,"Smartwatch,Scanner,Monitor,USB Cable,Headphones"
464,594,
465,1482,"Graphics Card,Tripod,Monitor,CPU,Smartphone"
466,687,"Smartphone,Webcam"
467,1253,"USB Hub,VR Headset,Charger"
468,712,USB Cable
469,844,"Wireless Mouse,Webcam"
470,1137,Tripod
471,896,"SSD,Power Strip,RAM Stick,Webcam,Bluetooth Speaker"
472,1314,"Printer,Power Strip"
473,611,"Drone,Scanner,Cooling Pad"
474,1598,"Laptop Stand,WiFi Router,Motherboard,SSD,External Hard Drive"
475,871,"Wireless Mouse,SSD,Bluetooth Speaker"
476,785,"Scanner,USB Hub,Mechanical Keyboard"
477,1209,
478,1227,"Webcam,Smartwatch,SSD"
479,813,"Monitor,Bluetooth Speaker"
480,864,Laptop
481,574,Smartwatch
482,137,Graphics Card
483,53,
484,381,Graphics Card
485,1278,"USB Hub,Cooling Pad,Tripod"
486,1472,"Charger,HDMI Cable,Printer,Laptop Stand"
487,549,
488,653,"Printer,Power Bank,Microphone,Tablet,Smartphone"
489,1453,"Tablet,RAM Stick,Smart Bulb,USB Cable"
490,828,"Cooling Pad,Smartphone,Laptop Stand,Tripod,External Hard Drive"
491,522,"Headphones,Laptop,Scanner,Drone,WiFi Router"
492,1571,
493,1511,"Tablet,Smartphone,Cooling Pad"
494,1430,Wireless Mouse
495,918,
496,1307,"Smartphone,Laptop,HDMI Cable,Power Bank,Smartwatch"
497,316,Monitor
498,264,Monitor
499,130,"WiFi Router,Cooling Pad"
500,1307,
501,16,"Power Supply Unit,VR Headset,Drone"
502,690,Power Bank
503,886,"CPU,Mechanical Keyboard,Smartwatch,Drone"
504,863,
505,1567,"Graphics Card,Power Strip,Tripod"
506,661,"Printer,Motherboard,Bluetooth Speaker"
507,1533,Drone
508,1517,Scanner
509,1235,Mechanical Keyboard
510,1460,
511,539,"Laptop Stand,Scanner,Charger,Headphones"
