TransactionID,UserID,Items
1,1164,"Bread,Ketchup"
2,1071,"Flour,Coffee,Ketchup,Juice"
3,1174,"Chips,Tomato"
4,1009,Yogurt
5,1056,"Beef,Biscuits,Bread,Charger"
6,1051,"Flour,Onion,Chips,Soap,Milk,Sugar,Tomato"
7,1088,"Tea,Pasta,Mayonnaise,Towel,Juice"
8,1024,"Juice,Apple,Mayonnaise,Biscuits,Shampoo,Butter,Potato"
9,1138,"Orange,Yogurt"
10,1142,"Ice Cream,Chocolate,Banana,Headphones,Rice"
11,1181,"Butter,Sauce"
12,1059,"Yogurt,Flour,Juice,Orange,Soap"
13,1117,"Sugar,Banana,Apple,Pasta,Sauce,Soap"
14,1180,"Biscuits,Ice Cream"
15,1044,"Sugar,Potato,Orange,Soap"
16,1164,"Jam,Tissue,Vinegar,Eggs"
17,1059,Tissue
18,1103,"Cheese,Pasta,Headphones,Honey,Tissue"
19,1055,"Grapes,Noodles,Potato,Tea,Shampoo,Coffee,Oil,Charger"
20,1138,"Ketchup,Chips,Tomato,Grapes,Banana"
21,1057,"Beef,Fish,Yogurt"
22,1194,Water
23,1040,"Jam,Tomato,Biscuits"
24,1017,"Orange,Biscuits,Potato,Notebook,Shampoo,Charger,Milk"
25,1175,"Jam,Pen"
26,1193,"Vinegar,Noodles,Towel,Water,Toothpaste"
27,1112,"Potato,Milk,Mustard"
28,1185,"Beef,Mayonnaise,Salt,Juice,Ice Cream"
29,1077,"Tea,Banana,Mayonnaise,Sugar"
30,1139,Biscuits
31,1083,"Bread,Water,Banana,Detergent,Oil,Eggs,Honey,Headphones"
32,1021,"Mustard,Fish"
33,1018,"Coffee,Sauce,Chicken"
34,1141,"Shampoo,Notebook,Biscuits"
35,1109,"Pen,Mayonnaise,Mustard,Cereal"
36,1052,"Grapes,Sauce,Noodles,Banana,Onion"
37,1133,"Water,Oil,Flour,Cheese,Towel,Bread,Chips,Charger"
38,1059,"Milk,Cheese,Honey,Ice Cream"
39,1016,"Cheese,Butter,Towel,Beef"
40,1061,"Sauce,Fish,Pasta,Pen,Coffee"
41,1186,"Oil,Chicken,Mango,Rice,Juice,Honey,Sauce,Tomato"
42,1091,"Mango,Potato,Mustard,Eggs,Jam,Noodles,Cereal"
43,1026,Grapes
44,1187,"Juice,Oil,Rice,Ketchup,Pen,Onion"
45,1036,"Salt,Soap,Potato,Oil,Cheese,Onion,Charger"
46,1026,Noodles
47,1139,Yogurt
48,1193,"Sugar,Mango,Fish,Chicken"
49,1055,"Eggs,Sugar,Orange,Milk,Ketchup,Shampoo,Potato"
50,1074,"Cereal,Mustard,Charger,Sauce,Honey,Fish,Tea"
51,1049,"Pasta,Eggs,Chips,Ketchup,Pen"
52,1016,"Eggs,Vinegar,Chips,Chicken,Beef,Notebook"
53,1041,Beef
54,1021,"Cheese,Biscuits,Jam"
55,1061,"Water,Headphones,Oil,Chips,Biscuits,Butter,Chocolate"
56,1021,"Sauce,Chips,Headphones,Notebook,Tissue,Shampoo,Pasta"
57,1172,"Oil,Shampoo,Grapes,Coffee,Sauce,Noodles"
58,1077,"Tissue,Mayonnaise,Cheese,Milk,Potato,Chocolate,Headphones,Juice"
59,1019,"Beef,Shampoo,Coffee,Apple"
60,1018,"Banana,Toothpaste,Sugar,Onion"
61,1140,"Chocolate,Noodles,Notebook,Milk,Sauce"
62,1142,"Sauce,Juice,Coffee,Shampoo,Water"
63,1028,"Soap,Toothpaste,Biscuits"
64,1054,"Pasta,Jam,Ice Cream,Shampoo,Beef,Fish"
65,1065,Yogurt
66,1163,"Soap,Butter,Milk,Towel,Coffee,Ice Cream,Shampoo"
67,1042,"Charger,Honey,Tomato,Vinegar,Milk,Water,Cheese,Tea"
68,1140,Banana
69,1150,"Tomato,Coffee,Butter"
70,1079,"Butter,Apple,Pasta,Jam,Oil,Sauce"
71,1027,"Vinegar,Charger,Mango,Chocolate,Tea,Oil"
72,1042,"Mango,Bread,Salt"
73,1189,"Mango,Sauce,Ketchup,Oil,Soap,Sugar"
74,1180,"Orange,Butter"
75,1121,"Rice,Potato,Apple,Detergent"
76,1059,"Bread,Sauce,Rice,Grapes"
77,1085,"Cheese,Vinegar,Soap,Apple,Noodles"
78,1131,"Jam,Pen,Towel,Bread,Water,Shampoo,Salt"
79,1149,"Butter,Juice,Biscuits,Tomato,Apple"
80,1187,"Tomato,Biscuits,Beef,Water,Orange,Headphones"
81,1049,"Butter,Honey,Tomato,Milk,Notebook"
82,1138,"Banana,Tomato,Cheese,Sauce"
83,1085,"Sauce,Water,Mustard,Detergent,Beef,Ketchup"
84,1171,"Tissue,Grapes,Cereal,Toothpaste,Charger,Coffee,Rice"
85,1108,"Jam,Ketchup,Salt,Chocolate,Headphones,Detergent,Grapes"
86,1141,Detergent
87,1074,"Tomato,Chips,Biscuits,Noodles"
88,1083,"Onion,Vinegar,Jam,Pasta,Beef,Chicken,Sugar,Sauce"
89,1022,"Beef,Sauce,Ice Cream,Chocolate,Towel"
90,1024,"Jam,Detergent,Flour,Rice"
91,1038,Butter
92,1063,"Chocolate,Cheese,Potato,Mango,Ice Cream,Headphones,Rice,Orange"
93,1127,"Oil,Tea,Noodles,Cereal,Milk,Juice,Tomato"
94,1057,"Cereal,Notebook,Potato"
95,1013,"Water,Potato,Coffee,Sauce"
96,1136,"Mayonnaise,Onion,Chocolate,Mustard,Beef,Tomato"
97,1141,"Sugar,Ketchup,Chicken,Onion,Shampoo,Oil,Ice Cream,Soap"
98,1197,"Ice Cream,Oil,Soap,Onion,Cheese,Toothpaste,Mayonnaise,Ketchup"
99,1086,"Pen,Yogurt,Coffee,Tea,Flour,Orange"
100,1178,"Honey,Pasta,Cheese"
101,1107,"Towel,Pen,Potato,Mango,Eggs,Pasta,Mustard"
102,1100,Mayonnaise
103,1148,"Chicken,Milk,Apple,Detergent,Orange,Mango,Pen"
104,1192,"Fish,Flour,Soap,Tomato"
105,1125,Orange
106,1087,"Mustard,Sugar,Potato,Coffee,Chocolate,Pen,Bread"
107,1101,Yogurt
108,1165,"Coffee,Potato,Salt,Eggs,Shampoo,Orange,Tissue"
109,1055,"Tissue,Towel,Orange,Soap,Mango,Shampoo,Yogurt,Chicken"
110,1005,Apple
111,1058,"Vinegar,Noodles"
112,1011,Oil
113,1052,Chocolate
114,1040,"Coffee,Chicken,Sauce,Water"
115,1145,"Potato,Cereal,Shampoo,Vinegar"
116,1095,"Biscuits,Ketchup,Honey"
117,1030,"Detergent,Juice,Chips"
118,1007,"Headphones,Jam,Orange,Grapes,Honey"
119,1051,"Chips,Cereal"
120,1161,"Juice,Cereal,Vinegar,Detergent"
121,1176,"Headphones,Butter"
122,1089,"Sauce,Banana,Cheese,Beef,Noodles,Towel,Milk"
123,1108,"Juice,Tomato,Banana,Ice Cream,Potato,Tea,Mayonnaise,Salt"
124,1188,"Chocolate,Pen,Vinegar,Chicken,Potato"
125,1112,"Tissue,Oil,Yogurt,Soap,Onion"
